Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Albania,ALB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.94418573,5.92583275,5.6645999,6.19891882,6.0557785,5.83303022,5.6859889,5.70842791,5.50962448,5.7276206,6.23899555,6.11952829,6.09262609,6.27234411,6.44164276,6.48361206,6.66606188,6.54604626,6.65958786,..,..,..,..
Albania,ALB,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.42787981033325,..,..,..,..,..,..,9.81618022918701,..,..,12.0026302337646,12.8996601104736,..,..,..,..,..,..,..,..,..,..
Albania,ALB,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.6,..,..,..,..,..,..,..,..,17.3,..,..,..,..
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.74563529228122,2.94859680118948,1.10493826195044,-1.25159664405811,1.78064395924903,5.63724317852112,-0.787842654927246,-1.42003965566391,9.83654897187228,-9.57564016993415,-28.0021416559099,-7.18711091500037,9.5594116849315,8.30286659699671,13.322333321684,9.09999943646361,-10.9199840781391,8.82942375839806,12.8908036407763,6.94621659244254,8.29331263121023,4.53652416035675,5.52863746491788,5.51466791097914,5.52642424695465,5.90265903591924,5.98325951855567,7.50004143020151,3.35428934987461,3.70693815255319,2.54540614450104,1.4172427999078,1.00201754071108,1.77444885260394,2.21872637517804,3.31498068384137,3.80259872019053,4.01934561695576,2.08771199649604,-3.30208203862541,8.90852781831182,4.84423589539303
Albania,ALB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1740.50584308357,1804.01078424171,1818.36782494955,1799.87862140532,1740.34768635719,1735.29031693601,1798.01508458278,1748.5787249295,1691.53095349291,1808.64608297155,1606.29647201533,1163.49160146384,1086.43877430545,1197.58091066971,1305.00106402508,1488.02088513403,1633.55200434173,1464.29796641697,1603.64765452026,1821.87313584817,1960.88246493025,2143.52684515058,2247.49808605638,2380.64462708705,2522.44938113726,2675.50864417697,2851.3677667452,3044.89662487827,3298.4789171641,3432.17088105477,3577.11433445482,3678.04771118469,3736.34008946398,3780.69920254585,3855.76075430011,3952.80358410846,4090.37273911621,4249.82006064482,4431.55560679714,4543.38772250631,4418.66088547605,4857.11195487159,5158.50912786813
Albania,ALB,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27,..,..,..,..,..,31.7,..,..,30.6,..,..,30,..,..,..,29,..,34.6,32.8,33.7,33.1,30.1,30.1,29.4,..,..
Albania,ALB,Government Effectiveness: Estimate,GE.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.68858790397644,..,-0.732602536678314,..,-0.917780160903931,..,-0.624333381652832,-0.569067299365997,-0.409061759710312,-0.704830586910248,-0.586620807647705,-0.431428492069244,-0.370871335268021,-0.254886448383331,-0.278687119483948,-0.200375154614449,-0.267875999212265,-0.323595732450485,-0.04880241304636,0.0592881888151169,0.0597151108086109,0.128729850053787,0.110513411462307,-0.033333245664835,-0.124956652522087,-0.00336363865062594,..
Albania,ALB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,226.005421253526,85.0047512387157,22.5650526933696,7.79321853789215,12.7254778087102,33.1802743753957,20.6428588670596,0.389437653561606,0.0500181363468233,3.10758827031435,7.77052583431551,0.484002611818484,2.28001916938099,2.36658195679796,2.37072831904283,2.93268248162319,3.32087090389268,2.2669220945083,3.62604695579817,3.42912324722164,2.03159268395298,1.93762080205227,1.62586504402607,1.89617402592367,1.2754316836742,1.98666133171191,2.02805963071136,1.41109078954248,1.62088661717004,2.04147163139546,6.72520271530062
Albania,ALB,"Internally displaced persons, new displacement associated with conflict and violence (number of cases)",VC.IDP.NWCV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,International migrant stock (% of population),SM.POP.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.01170030471258,..,..,..,..,2.29675797068748,..,..,..,..,2.45662587504985,..,..,..,..,2.10043436900991,..,..,..,..,1.8189568635262,..,..,..,..,1.98903641031678,..,..,..,..,..,..,..
Albania,ALB,Net official aid received (constant 2020 US$),DT.ODA.OATL.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.336625128984451,..,-0.544004201889038,..,-0.539989590644836,..,-0.297719180583954,-0.309780240058899,-0.427259683609009,-0.505047976970673,-0.508157312870026,-0.203974649310112,-0.0305009130388498,-0.0451405122876167,-0.191482901573181,-0.282379418611526,-0.143631592392921,0.0919297859072685,0.485986232757568,0.346129059791565,0.344644665718079,0.378474771976471,0.370515644550323,0.111168630421162,0.0875523090362549,0.109445847570896,..
Albania,ALB,"Population, total",SP.POP.TOTL,1608800,1659800,1711319,1762621,1814135,1864791,1914573,1965598,2022272,2081695,2135479,2187853,2243126,2296752,2350124,2404831,2458526,2513546,2566266,2617832,2671997,2726056,2784278,2843960,2904429,2964762,3022635,3083605,3142336,3227943,3286542,3266790,3247039,3227287,3207536,3187784,3168033,3148281,3128530,3108778,3089027,3060173,3051010,3039616,3026939,3011487,2992547,2970017,2947314,2927519,2913021,2905195,2900401,2895092,2889104,2880703,2876101,2873457,2866376,2854191,2837849,2811666,2775634
Albania,ALB,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.86272773832624,8.7128140684248,4.69709681587599,5.69948776027969,8.22312257740939,8.84748768108249,8.22402989872863,9.88575364344613,11.7288387701529,3.37850179678418,1.83861310975966,1.41199451722271,1.36152948949073,1.31616086038518,0.373020813844308,0.582819936494746,1.20580664142954,0.774294478401242,0.765808881841202,0.765831615007164,0.868821575977377,1.10115055658531,1.37890239530199,2.17405008124285,1.77540436427071,1.04750341619612,1.52816814295294,2.89849835443056,3.23145242472225,3.32799084447126,3.41690043441322,1.73486186826951,1.05848104238626,1.34604237945034,1.71111628143642,1.63497378546365,0.775369617467959,1.44260146706838,..
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.6400299072266,98.6379699707031,98.6273574829102,98.6152114868164,98.608528137207,98.6143188476563,98.7,98.6852493286133,99.3,98.8248596191406,98.9109039306641,99.0026550292969,98.7646604654583,99.1879272460938,99.2745513916016,99.3561935424805,99.4336929321289,99.5300216674805,99.6377410888672,99.5,99.7187728881836,99.7878265380859,..
Algeria,DZA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,1721.98670701298,1757.42032518769,1905.43572188889,1807.94854528778,1990.85622647104,1947.08672797001,1945.15686394954,1975.22280880453,2132.33725642281,1901.49809943523,2413.24196920953,2791.19899007265,2791.43844951195,2918.66468636438,2877.52875566139,2898.12586774977,2529.82100008267,2192.36206630085,2042.88345079841,2035.37183448559,1996.36772413873,1960.3823181441,1896.45243915074,1715.84970415386,1675.810942225,1648.10685005508,1629.82337003525,1657.52930221416,1698.65382425183,1684.36081423499,1959.49219611721,2042.21587842949,2087.4470699382,2240.51600940708,2362.77853542116,2557.12439015826,2775.94425048684,2977.92509423523,3106.5421800012,2988.55471857666,3394.24984491935,3382.28924292574,3597.43532097689,3542.31356220594,3481.40187875354,3319.40676414615,3461.88767398015,3560.93939458636,3541.92406436596,3487.89262727217,3295.78856719995,..,..
Algeria,DZA,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.97892258973118,1.90165601034984,1.83559346849226,1.7637336056762,1.69709220759909,2.1214813070669,2.06942058984385,3.2819082681132,3.16382117403246,3.48450035172537,3.41898648783381,3.33705635984227,3.39784028184011,3.23042810026654,3.26248307586904,3.21701455804977,3.31429795082118,3.26028186991417,3.21067898747105,3.1672246270195,2.9283085085641,2.86595912773649,2.8086127011629,2.68957155091278,2.8122225290764,2.70883800243522,2.66142637518846,2.62696398705843,2.5938047015615,2.55719753092495,..,..,..
Algeria,DZA,Battle-related deaths (number of people),VC.BTL.DETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34,257,800,1916,3008,1084,1403,3029,1031,947,642,539,670,397,217,255,472,339,505,236,267,256,147,107,110,86,60,33,..,26,..,..
Algeria,DZA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,48.722,48.634,48.68,48.593,48.392,48.021,47.628,47.374,47.108,46.988,46.8,46.515,46.156,45.86,45.66,45.404,44.91,44.311,43.915,43.64,43.703,43.088,42.255,41.088,39.865,38.71,36.859,35.242,33.679,32.386,30.762,30.031,29.513,28.43,27.211,24.758,22.745,21.154,20.017,19.68,19.543,19.433,19.421,19.959,20.534,21.166,21.831,22.65,23.413,24.051,24.458,24.815,25.382,25.236,25.404,25.405,25.166,24.755,24.074,23.298,22.431,21.524,..
Algeria,DZA,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
